X1,X2,Cluster
2.540014158779563269e-01,-6.699865057720749695e-01,1.000000000000000000e+00
-1.807711083407626651e+00,3.402325263741796668e-01,1.000000000000000000e+00
-5.024179758872191481e-01,-5.426876185324858159e-01,1.000000000000000000e+00
-6.068488748658480425e-01,1.660277568146743876e+00,1.000000000000000000e+00
-4.870971407307157497e-01,2.734313557814289086e-01,1.000000000000000000e+00
-9.708964333740905950e-01,1.274314137088950805e+00,1.000000000000000000e+00
-4.654071733825425050e-01,-2.175853045018188325e+00,1.000000000000000000e+00
2.268980053452203549e+00,-9.187770640536814248e-01,1.000000000000000000e+00
1.095131361531270109e+00,6.133325079548456182e-01,1.000000000000000000e+00
5.456526314059854110e-01,-1.936741043202939716e-01,1.000000000000000000e+00
1.582950327222009124e-01,1.024018333696421923e+00,1.000000000000000000e+00
-2.517767010003079120e-01,2.102607234495736388e-01,1.000000000000000000e+00
7.766633158505293899e-01,6.976810677444160447e-02,2.000000000000000000e+00
-3.555664512876118843e-01,1.214561713952240662e+00,1.000000000000000000e+00
2.858771921993806253e-01,-1.047269648747242710e-01,1.000000000000000000e+00
-6.491601840119537448e-01,-8.413429984042778420e-01,1.000000000000000000e+00
7.477934333238367426e-01,7.942146622159717007e-01,1.000000000000000000e+00
-1.816147172285232703e+00,-5.149572513734538282e-01,1.000000000000000000e+00
8.072833341957558195e-01,2.028320440400583902e+00,2.000000000000000000e+00
1.799115073718321689e+00,7.880217791696249030e-01,2.000000000000000000e+00
1.149012368345919244e+00,-4.412707768605986791e-01,1.000000000000000000e+00
6.480220750073135694e-01,-1.035086251508269051e+00,1.000000000000000000e+00
-4.700994787781729856e-01,2.685436750443163101e-01,1.000000000000000000e+00
1.813826286552369549e+00,6.257910189703062009e-01,2.000000000000000000e+00
2.291001809428401537e-01,-1.423021180697520982e-01,1.000000000000000000e+00
-1.106435171493008296e+00,5.043913754901419022e-01,1.000000000000000000e+00
-2.920727414462052085e-01,1.999991497555984876e-01,1.000000000000000000e+00
-7.440676260834916400e-01,1.014491727830239970e-01,1.000000000000000000e+00
-1.285970612597294060e+00,4.215981907179422450e-01,1.000000000000000000e+00
1.104161916528138221e+00,7.646661130276014573e-01,2.000000000000000000e+00
1.768551842393233153e+00,2.715409532489460598e-01,2.000000000000000000e+00
4.228173903852453508e-01,4.307668289019329633e-01,1.000000000000000000e+00
-7.360347591597010686e-01,1.801524371527601254e+00,1.000000000000000000e+00
8.271037663323039801e-01,-2.031631602337648779e-01,1.000000000000000000e+00
-7.553632296390198064e-01,4.865255723466077598e-01,1.000000000000000000e+00
7.174757589411711045e-01,1.153627572440837912e-01,1.000000000000000000e+00
1.556811104253736089e-01,-1.573898348498588562e-01,1.000000000000000000e+00
-2.298636182665843557e-03,1.117059378675810954e+00,1.000000000000000000e+00
1.171840997501452764e+00,-1.255138031150559330e+00,1.000000000000000000e+00
1.161944028544554114e-01,-1.007423467164369590e+00,1.000000000000000000e+00
-1.117522992059601483e+00,4.902432739171257992e-01,1.000000000000000000e+00
-7.041074246416737514e-01,-2.638288127948267725e+00,1.000000000000000000e+00
5.397734358850854175e-01,1.072716817582978877e+00,1.000000000000000000e+00
1.705763335696864891e+00,-3.315627560683418462e-01,2.000000000000000000e+00
1.209346309755625182e+00,-2.192895664761240759e+00,1.000000000000000000e+00
-8.729707427976820533e-01,4.342009280528790760e-01,1.000000000000000000e+00
3.945138732496336620e-01,1.104740885902273151e+00,1.000000000000000000e+00
8.004238537804324594e-01,-6.824637480617617991e-02,1.000000000000000000e+00
1.279460557970622414e+00,5.743525839077249229e-01,2.000000000000000000e+00
1.436619504960265470e+00,-6.729064100725505870e-01,1.000000000000000000e+00
2.512102487970025444e-01,-3.594255279243702139e-01,1.000000000000000000e+00
6.742754491020693797e-01,-1.836905219466183348e-01,1.000000000000000000e+00
-2.107146660339199173e-01,-1.109820863906103794e+00,1.000000000000000000e+00
2.578620787934735037e-01,9.332853693286413677e-01,1.000000000000000000e+00
8.435169665757186186e-01,-2.523393400772832251e+00,1.000000000000000000e+00
-1.355092809167791179e+00,1.677620925308361377e+00,1.000000000000000000e+00
-1.569794662258901796e-01,-1.246131727280344881e-01,1.000000000000000000e+00
9.749895811046278560e-01,1.645252577048115783e-01,1.000000000000000000e+00
-5.292628853168519498e-01,-1.755705535226264602e-01,1.000000000000000000e+00
1.587278511047676144e+00,-1.155754758824880879e+00,1.000000000000000000e+00
1.088682807261278196e+00,-2.613659953851032447e-01,1.000000000000000000e+00
-2.269262239893211353e-01,1.558624915120549348e+00,1.000000000000000000e+00
-5.378666389835158324e-01,6.986599541205601449e-01,1.000000000000000000e+00
-3.037523097751747003e-01,-1.198153236096319851e+00,1.000000000000000000e+00
-1.389021885839216153e-01,9.779939713615377617e-01,1.000000000000000000e+00
-1.555285542619049000e-01,4.596792803396362315e-01,1.000000000000000000e+00
1.577550217653888032e-01,3.918192522476596218e-02,1.000000000000000000e+00
-3.493037394466847467e-01,1.102569830477126978e-01,1.000000000000000000e+00
-1.700840689491099900e+00,-3.750928082909747996e-01,1.000000000000000000e+00
-1.509287521422779221e+00,2.256462443280721764e-01,1.000000000000000000e+00
2.967302519585984788e-01,-6.660359727656173234e-01,1.000000000000000000e+00
6.704220449539517457e-01,3.311755994165672123e-01,1.000000000000000000e+00
2.456200303067905266e-01,-3.023721635448473055e-01,1.000000000000000000e+00
3.955670070079999046e-01,8.820128864074300301e-01,2.000000000000000000e+00
-5.525664175056398397e-01,-6.834210790143985248e-01,1.000000000000000000e+00
9.947977715497738904e-01,-1.939736431659301541e+00,1.000000000000000000e+00
-2.189781999817982605e+00,-1.518309613236132005e+00,1.000000000000000000e+00
1.520554548395050554e-01,1.274854083385433545e-01,1.000000000000000000e+00
4.154059185671398202e-01,6.356716182106172952e-02,1.000000000000000000e+00
1.286264230729168290e+00,1.318395019626995124e+00,2.000000000000000000e+00
9.696978718643567419e-01,-9.670118858108529558e-01,1.000000000000000000e+00
3.041910837399680045e-01,-7.247171578191375918e-01,1.000000000000000000e+00
-4.189243477633666224e-01,-8.562062466499558155e-01,1.000000000000000000e+00
8.962659146602335730e-03,4.552468702121917898e-01,1.000000000000000000e+00
6.583849250772923212e-02,-9.984438801439818878e-01,1.000000000000000000e+00
-1.276772640869457520e+00,-6.376058933776077575e-01,1.000000000000000000e+00
-6.506189287160745183e-01,6.561700088017767829e-01,1.000000000000000000e+00
-2.671295317521910628e-01,-1.578495841144433587e-01,1.000000000000000000e+00
-1.313012973059770050e-01,9.176890004891710140e-01,1.000000000000000000e+00
1.368872121519148166e+00,3.573028070437522796e-01,1.000000000000000000e+00
-2.077475649827370818e-01,1.173416964196225321e+00,1.000000000000000000e+00
3.666590555103792504e-01,-3.523149310325803252e-01,1.000000000000000000e+00
8.455066281088388092e-01,1.733810121286368244e-01,1.000000000000000000e+00
-1.199796187735730602e+00,5.245074465874872693e-01,1.000000000000000000e+00
2.508517612728991542e-01,-1.553377661582251434e+00,1.000000000000000000e+00
-1.799691823308884997e+00,1.140376027697132394e-01,1.000000000000000000e+00
5.717368620885178165e-01,5.091746008879474150e-01,1.000000000000000000e+00
-1.138677373747325916e+00,-2.903293532312872793e-01,1.000000000000000000e+00
5.577091393418062149e-01,-1.284902483757588865e+00,1.000000000000000000e+00
7.135286213290960300e-02,1.784840721947365538e-01,1.000000000000000000e+00
7.728696935880676744e-01,-2.053073287542711789e+00,1.000000000000000000e+00
1.213051008558502647e-01,1.688481882528086286e+00,1.000000000000000000e+00
-5.197393485561030424e-01,-2.645848042478916584e-01,1.000000000000000000e+00
7.981671646477849213e-01,-6.384909088711157032e-01,1.000000000000000000e+00
9.679779044465119942e-01,4.522424890294646782e-01,1.000000000000000000e+00
-1.316964313638972817e+00,8.416249150507268406e-02,1.000000000000000000e+00
-1.220671884518782502e+00,7.969586830438702973e-01,1.000000000000000000e+00
-1.406153148983989132e+00,-1.515821911030124314e+00,1.000000000000000000e+00
-9.515371389139202218e-01,-6.718987981727594372e-01,1.000000000000000000e+00
1.100158394175569931e+00,-1.527534986316498797e-02,2.000000000000000000e+00
2.434718681411479624e-01,8.993256521392172242e-01,1.000000000000000000e+00
-5.838296495557708798e-01,-4.838620097471118542e-01,1.000000000000000000e+00
-7.090296628037097149e-01,6.566983431098386559e-01,1.000000000000000000e+00
1.366496916843871867e+00,2.164795021567920974e-01,1.000000000000000000e+00
-5.214734560768360394e-01,-4.353652707714859571e-01,1.000000000000000000e+00
-9.306289035583247271e-01,6.117201042951340151e-01,1.000000000000000000e+00
-8.893100065302832480e-01,-2.130413073089037490e-01,1.000000000000000000e+00
-9.780232297570350397e-01,-1.589204847329780179e+00,1.000000000000000000e+00
-2.125079155125094044e+00,-7.445952208395045790e-01,1.000000000000000000e+00
1.824575617442876219e-01,-2.659035801458672910e-01,1.000000000000000000e+00
-1.870561712706375612e-01,-8.963807191524116869e-01,1.000000000000000000e+00
-7.795007205177904019e-01,-8.933038705364855225e-01,1.000000000000000000e+00
1.767307605510486657e-01,1.713190950377157407e+00,2.000000000000000000e+00
-1.140974276313908159e-01,-1.145622180158369918e+00,1.000000000000000000e+00
1.064753070128735102e+00,-8.354606030935729510e-01,1.000000000000000000e+00
4.664652745283625612e-01,-3.703520868000823585e-01,1.000000000000000000e+00
6.783907711436060195e-02,2.871972277928623196e+00,2.000000000000000000e+00
-6.254253477047270193e-01,-4.908520722442966111e-01,1.000000000000000000e+00
3.139445024760070257e-01,-1.836198000940950786e-02,1.000000000000000000e+00
-3.397432909689332980e-01,-5.759630733336924546e-01,1.000000000000000000e+00
4.940426137633563974e-01,9.013979076574796245e-01,1.000000000000000000e+00
-7.965706846483726622e-01,-9.508081487026649459e-01,1.000000000000000000e+00
1.531009401679404691e+00,-1.192371200900244288e+00,1.000000000000000000e+00
5.984909025087115086e-01,3.674003197290816591e-01,1.000000000000000000e+00
-9.228105320693422708e-01,6.354379296677358235e-01,1.000000000000000000e+00
-9.230170175456662296e-01,-9.115838509503195741e-01,1.000000000000000000e+00
-1.162581139389172957e+00,6.980114086428690356e-01,1.000000000000000000e+00
-3.759497087361619028e-01,9.079863984968575830e-01,1.000000000000000000e+00
-6.778117795346823016e-01,5.142636156171437323e-01,1.000000000000000000e+00
1.177524185470807616e+00,-7.196406814679343067e-02,1.000000000000000000e+00
-9.416213245405393728e-01,-2.866154136848781397e-01,1.000000000000000000e+00
1.051462005733942551e+00,6.183702686419250139e-01,1.000000000000000000e+00
-3.229408085735970824e-01,-1.459446637179567796e+00,1.000000000000000000e+00
5.986610255716611206e-01,1.364514069813475894e+00,1.000000000000000000e+00
1.379312764249480239e+00,3.620982599099208388e-01,1.000000000000000000e+00
-1.598264716119782713e-01,-6.577162428181398957e-01,1.000000000000000000e+00
-4.790730516645745340e-01,-1.380280133131514875e+00,1.000000000000000000e+00
1.785893963918222083e+00,-2.256002665301494806e-02,1.000000000000000000e+00
1.994936466418519849e+00,-6.232900952285080898e-02,1.000000000000000000e+00
-1.353981923601372372e+00,1.557497107866393504e+00,1.000000000000000000e+00
-7.193829006037023577e-01,-3.663802954477078377e-01,1.000000000000000000e+00
1.379276798698504169e+00,1.220497233226907730e+00,2.000000000000000000e+00
-1.695245913635071044e+00,8.824838475161823296e-04,1.000000000000000000e+00
-9.115703862780056843e-01,4.510753991830894760e-01,1.000000000000000000e+00
1.516176133538330584e+00,-4.329630485921500127e-01,1.000000000000000000e+00
1.249319828016507206e+00,-7.769595440796064345e-01,1.000000000000000000e+00
1.817451907406370859e+00,-6.907916062939019053e-01,1.000000000000000000e+00
-3.876563564641894999e-01,2.484523591873199488e-01,1.000000000000000000e+00
-1.171821386913272312e+00,1.296495784245173422e+00,1.000000000000000000e+00
-8.952403714005707780e-01,5.136687318936610236e-01,1.000000000000000000e+00
-1.078563573032960798e+00,9.185100260734870015e-02,1.000000000000000000e+00
-8.806830207048583006e-03,-3.248256475432030888e-01,1.000000000000000000e+00
4.093101436292860273e-01,-9.344089059733925451e-01,1.000000000000000000e+00
1.273284252721329279e+00,1.693796110074030359e-01,1.000000000000000000e+00
-2.335489642836067414e+00,1.677973201298160522e+00,1.000000000000000000e+00
3.787673911926131010e-01,1.299805919494569251e+00,2.000000000000000000e+00
-1.480357446630276297e-01,-1.893039798976718924e+00,1.000000000000000000e+00
-3.511611641781011151e-01,-1.025803726303454066e+00,1.000000000000000000e+00
-3.219673791628027693e-02,-4.038782694754708968e-01,1.000000000000000000e+00
1.748722197893441410e-01,-1.476209711557433524e+00,1.000000000000000000e+00
4.499758791502707356e-02,-3.845137487365725693e-01,1.000000000000000000e+00
5.300315486351900862e-01,-1.415881895424846881e+00,1.000000000000000000e+00
-3.556398938545343169e-01,1.387516435647792923e+00,1.000000000000000000e+00
-9.881481153597175826e-01,6.175000159762867868e-01,1.000000000000000000e+00
1.113181281642678710e+00,-8.441705860895497987e-03,1.000000000000000000e+00
8.270473401482818510e-01,8.713309121316182848e-01,1.000000000000000000e+00
1.313351686575147337e+00,-3.077504993548702550e-01,1.000000000000000000e+00
-9.395615408660412671e-02,6.727774458714458339e-01,1.000000000000000000e+00
-6.238505703820735881e-01,4.020210551454473508e-02,1.000000000000000000e+00
-5.844661486465577704e-01,-1.948615607288731510e+00,1.000000000000000000e+00
2.802101130708116172e-01,1.424355168218406131e+00,2.000000000000000000e+00
-3.112916458861854085e-01,7.052825731575720902e-02,1.000000000000000000e+00
-3.790948006425828853e-01,-6.199344098858134977e-01,1.000000000000000000e+00
1.138731643658267706e-01,8.976785609192321491e-01,1.000000000000000000e+00
1.853907544165873889e+00,6.914798981666681055e-01,2.000000000000000000e+00
-8.043346645599660505e-01,-1.193926933782410327e+00,1.000000000000000000e+00
1.093372912563734589e+00,2.649827732244865452e-01,1.000000000000000000e+00
-5.107501934566108792e-01,-8.836570076698350151e-01,1.000000000000000000e+00
-6.757890167512583535e-01,1.031957317342111047e+00,1.000000000000000000e+00
-1.870719278992174009e-02,-1.171717248221076924e+00,1.000000000000000000e+00
7.300519607020220514e-01,2.594504463078341483e-01,1.000000000000000000e+00
-2.435786497417140317e-01,5.084510559119879147e-01,1.000000000000000000e+00
-6.924900816538592796e-01,8.064604460721065404e-01,1.000000000000000000e+00
-1.192124159785509230e+00,-7.558744154079534150e-01,1.000000000000000000e+00
-1.151983001622291169e+00,-3.485183140871077612e-01,1.000000000000000000e+00
-6.337290017053498481e-01,-3.034113440184276755e-01,1.000000000000000000e+00
3.989054260479592447e-03,4.637209447466428269e-01,1.000000000000000000e+00
1.225975278877196595e-01,2.107209460069405238e-01,1.000000000000000000e+00
1.342273712816970610e+00,-2.229619997587710400e-01,1.000000000000000000e+00
-1.220131385723850492e+00,7.959831324735084923e-01,1.000000000000000000e+00
1.535998662684537885e+00,1.566969638084175220e-01,1.000000000000000000e+00
7.024047251125786762e-01,-5.485282748640446515e-01,1.000000000000000000e+00
1.553471464026326410e-01,5.329736201257840866e-01,1.000000000000000000e+00
3.167390521271509773e-01,-4.515434525230577756e-01,1.000000000000000000e+00
1.364282765158300270e+00,1.445883095116822226e-01,1.000000000000000000e+00
7.782596553293692487e-01,3.394990577196126402e-01,1.000000000000000000e+00
7.309682983187143490e-01,7.808157278846539207e-01,1.000000000000000000e+00
-1.808483730320889493e-01,6.975057376904570949e-01,1.000000000000000000e+00
1.807566945759778276e+00,1.672476711388559911e+00,2.000000000000000000e+00
6.392429147705851467e-01,1.411658999774789036e+00,2.000000000000000000e+00
9.056726609045291365e-01,3.231895133056199132e+00,2.000000000000000000e+00
2.062645838046300195e+00,5.049425776589286929e-01,2.000000000000000000e+00
2.138225093709275715e+00,2.816828086657793051e+00,2.000000000000000000e+00
1.417661470064907947e+00,3.620720559645131509e+00,2.000000000000000000e+00
3.128844865095788741e+00,9.331632001510936636e-01,2.000000000000000000e+00
2.844265485942558680e+00,2.093683071691936792e+00,2.000000000000000000e+00
1.538431192574754025e+00,1.735086961512921189e+00,2.000000000000000000e+00
1.627690469220170355e+00,9.823946539738002137e-01,2.000000000000000000e+00
1.624905977633645193e+00,2.579545123187992672e+00,2.000000000000000000e+00
3.193028694562154435e+00,3.220133391523000377e+00,2.000000000000000000e+00
1.520291997046134380e+00,1.901903555341724505e+00,2.000000000000000000e+00
1.280998371184866480e+00,2.861761909414387794e+00,2.000000000000000000e+00
6.210563353855489410e-01,8.594009996093325832e-01,1.000000000000000000e+00
1.468012484291349562e+00,2.210397778723891093e+00,2.000000000000000000e+00
1.731308322487245865e+00,2.027663248244930383e+00,2.000000000000000000e+00
2.039770318241940217e+00,2.195175822628570028e+00,2.000000000000000000e+00
1.134506174700732117e+00,1.716071245340875517e+00,2.000000000000000000e+00
2.483265152173170343e+00,2.234456532856691435e+00,2.000000000000000000e+00
2.914725956590160649e+00,1.375663977932346294e+00,2.000000000000000000e+00
2.758232698197617960e+00,3.227066294112100664e+00,2.000000000000000000e+00
1.880700402654307268e+00,2.222493121643351888e+00,2.000000000000000000e+00
2.188406998076339427e+00,2.448174169515676457e+00,2.000000000000000000e+00
2.324558090285627987e+00,3.229461624604796910e+00,2.000000000000000000e+00
2.429511920651787893e+00,2.723294018207939704e+00,2.000000000000000000e+00
2.277375163137477454e+00,1.128392448201657405e+00,1.000000000000000000e+00
2.362575283690558248e+00,1.807604987991421108e+00,2.000000000000000000e+00
1.468647743044849019e+00,1.251715833419553947e+00,2.000000000000000000e+00
1.941101576698468945e+00,1.491759068358437190e+00,2.000000000000000000e+00
3.706512251946922909e+00,3.335955218567661529e+00,2.000000000000000000e+00
1.776670091758936199e+00,2.593323458236136858e+00,2.000000000000000000e+00
2.967984273487669800e+00,1.855392206523800436e+00,2.000000000000000000e+00
3.546342978685188108e+00,2.771492885075828028e+00,2.000000000000000000e+00
1.914904050181840178e+00,4.945983425267981293e-01,1.000000000000000000e+00
1.191823889849475737e+00,2.266637311298915769e+00,2.000000000000000000e+00
1.633322072783302215e+00,1.982636575600394302e+00,2.000000000000000000e+00
1.341286231086154856e+00,2.206590378786418949e+00,2.000000000000000000e+00
1.616557004722321000e+00,7.009130616138516956e-01,2.000000000000000000e+00
1.714160748303233728e+00,1.521408806026114391e+00,2.000000000000000000e+00
7.017900784219726074e-01,3.190715462474007502e+00,2.000000000000000000e+00
1.936371196638790648e+00,1.726524217908762537e+00,2.000000000000000000e+00
2.627808609693814468e+00,1.930895865178736237e+00,2.000000000000000000e+00
2.641963905896389520e+00,7.611954669451701516e-01,2.000000000000000000e+00
1.132671474339037143e+00,2.456170130740490620e+00,2.000000000000000000e+00
3.248210885552743399e+00,2.025109444283122340e+00,2.000000000000000000e+00
2.181081897353340793e+00,1.311057401268261646e+00,2.000000000000000000e+00
1.974953848492698949e+00,1.406860990354495522e+00,2.000000000000000000e+00
1.865935173791628543e+00,2.604302907405256828e+00,2.000000000000000000e+00
3.277141054325842795e-01,2.178230109897961064e+00,2.000000000000000000e+00
1.326872215850421810e+00,1.459030506522548620e+00,2.000000000000000000e+00
2.952263659347068803e+00,2.247182557672515735e+00,2.000000000000000000e+00
2.781130589510245610e+00,5.243201995193937925e-01,2.000000000000000000e+00
1.656787985103443939e+00,1.620434851391617359e+00,2.000000000000000000e+00
1.506847755611077089e+00,2.368326612115973617e+00,2.000000000000000000e+00
2.749581690208938056e+00,1.074002361357628832e+00,2.000000000000000000e+00
1.194578713342472565e+00,9.525372613825529022e-01,1.000000000000000000e+00
2.960156630827183832e+00,1.569341866444303069e+00,2.000000000000000000e+00
1.915178752910564164e+00,1.722052604149575394e+00,2.000000000000000000e+00
1.193747056106960969e+00,2.312292536118516040e+00,2.000000000000000000e+00
2.320463271014327589e+00,2.787569488546421503e+00,2.000000000000000000e+00
1.811400027912976718e+00,1.751438830275882319e+00,2.000000000000000000e+00
1.510117359804680426e+00,3.245068562742822849e+00,2.000000000000000000e+00
2.842991020738054431e+00,1.966211310900509934e+00,2.000000000000000000e+00
2.542970274432649891e+00,1.509847954777569168e+00,2.000000000000000000e+00
3.718896908876216489e+00,1.505060165355177171e+00,2.000000000000000000e+00
1.682329428458301024e+00,1.689572760393152295e+00,2.000000000000000000e+00
3.423355291244635445e+00,2.123493058009216394e+00,2.000000000000000000e+00
2.907289664055797473e+00,1.907886275931787612e+00,2.000000000000000000e+00
9.851523284301864081e-01,2.648813262848413785e+00,2.000000000000000000e+00
1.475868849325055354e+00,8.968449206224953230e-01,2.000000000000000000e+00
1.651886224182761431e+00,2.528482246875462192e+00,2.000000000000000000e+00
3.476106784119788351e+00,8.391526745100237328e-01,2.000000000000000000e+00
1.601360829260733976e-01,2.778225178118595373e+00,2.000000000000000000e+00
2.251040894274135784e+00,1.528564739688353713e+00,2.000000000000000000e+00
2.350026692271513173e+00,2.610295861464698053e+00,2.000000000000000000e+00
3.599751488212703521e+00,1.890948115478434000e+00,2.000000000000000000e+00
3.070757645554807347e+00,1.622033861918127151e+00,2.000000000000000000e+00
1.573580537954513581e+00,2.354554289350970553e+00,2.000000000000000000e+00
1.067151258355159227e+00,9.107029267472050993e-01,2.000000000000000000e+00
2.805865162210944064e+00,3.575735615617425811e-01,2.000000000000000000e+00
2.094833954180876479e+00,1.728301128750748150e+00,2.000000000000000000e+00
